0.0000	0.0000
1.0000	0.0000
2.0000	0.0000
3.0000	0.0000
4.0000	0.0000
5.0000	0.0000
6.0000	0.0000
7.0000	1.2184
8.0000	2.8990
9.0000	4.7477
10.0000	6.7205
11.0000	8.7807
12.0000	10.8936
13.0000	13.0326
14.0000	15.1722
15.0000	17.2895
16.0000	19.3700
17.0000	21.3972
18.0000	23.3559
19.0000	25.2406
20.0000	27.0381
21.0000	28.7470
22.0000	30.3600
23.0000	31.8702
24.0000	33.2816
25.0000	34.5861
26.0000	35.7904
27.0000	36.8913
28.0000	37.8861
29.0000	38.7837
30.0000	39.5830
31.0000	40.2819
32.0000	40.8916
33.0000	41.4070
34.0000	41.8396
35.0000	42.1890
36.0000	42.4543
37.0000	42.6479
38.0000	42.7692
39.0000	42.8177
40.0000	42.8057
41.0000	42.7285
42.0000	42.5983
43.0000	42.4146
44.0000	42.1764
45.0000	41.8961
46.0000	41.5682
47.0000	41.2047
48.0000	40.8044
49.0000	40.3663
50.0000	39.9017
51.0000	39.4090
52.0000	38.8871
53.0000	38.3467
54.0000	37.7820
55.0000	37.2036
56.0000	36.6093
57.0000	35.9979
58.0000	35.3786
59.0000	34.7497
60.0000	34.1093
61.0000	33.4661
62.0000	32.8149
63.0000	32.1639
64.0000	31.5109
65.0000	30.8541
66.0000	30.2011
67.0000	29.5497
68.0000	28.8979
69.0000	28.2528
70.0000	27.6093
71.0000	26.9739
72.0000	26.3444
73.0000	25.7189
74.0000	25.1032
75.0000	24.4928
76.0000	23.8931
77.0000	23.3020
78.0000	22.7176
79.0000	22.1451
80.0000	21.5821
81.0000	21.0269
82.0000	20.4840
83.0000	19.9494
84.0000	19.4274
85.0000	18.9159
86.0000	18.4132
87.0000	17.9231
88.0000	17.4439
89.0000	16.9737
90.0000	16.5159
91.0000	16.0674
92.0000	15.6312
93.0000	15.2057
94.0000	14.7891
95.0000	14.3847
96.0000	13.9891
97.0000	13.6054
98.0000	13.2317
99.0000	12.8668
100.0000	12.5131
101.0000	12.1691
102.0000	11.8335
103.0000	11.5085
104.0000	11.1916
105.0000	10.8850
106.0000	10.5872
107.0000	10.2972
108.0000	10.0168
109.0000	9.7448
110.0000	9.4800
111.0000	9.2242
112.0000	8.9754
113.0000	8.7351
114.0000	8.5023
115.0000	8.2760
116.0000	8.0576
117.0000	7.8454
118.0000	7.6408
119.0000	7.4427
120.0000	7.2503
121.0000	7.0650
122.0000	6.8857
123.0000	6.7116
124.0000	6.5440
125.0000	6.3812
126.0000	6.2246
127.0000	6.0733
128.0000	5.9265
129.0000	5.7852
130.0000	5.6488
131.0000	5.5164
132.0000	5.3893
133.0000	5.2659
134.0000	5.1474
135.0000	5.0330
136.0000	4.9221
137.0000	4.8155
138.0000	4.7123
139.0000	4.6132
140.0000	4.5176
141.0000	4.4250
142.0000	4.3360
143.0000	4.2503
144.0000	4.1673
145.0000	4.0876
146.0000	4.0104
147.0000	3.9364
148.0000	3.8652
149.0000	3.7961
150.0000	3.7299
