Time	Data
0.0000	1.0000
0.5000	0.9889
1.0000	0.9778
1.5000	0.9667
2.0000	0.9556
2.5000	0.9444
3.0000	0.9333
3.5000	0.9222
4.0000	0.9111
4.5000	0.9000
5.0000	0.8889
5.5000	0.8778
6.0000	0.8667
6.5000	0.8556
7.0000	0.8444
7.5000	0.8333
8.0000	0.8222
8.5000	0.8111
9.0000	0.8000
9.5000	0.7889
10.0000	0.7778
10.5000	0.7667
11.0000	0.7556
11.5000	0.7444
12.0000	0.7333
12.5000	0.7222
13.0000	0.7111
13.5000	0.7000
14.0000	0.6889
14.5000	0.6778
15.0000	0.6667
15.5000	0.6556
16.0000	0.6444
16.5000	0.6333
17.0000	0.6222
17.5000	0.6111
18.0000	0.6000
18.5000	0.5889
19.0000	0.5778
19.5000	0.5667
20.0000	0.5556
20.5000	0.5444
21.0000	0.5333
21.5000	0.5222
22.0000	0.5111
22.5000	0.5000
23.0000	0.4889
23.5000	0.4778
24.0000	0.4667
24.5000	0.4556
25.0000	0.4444
25.5000	0.4333
26.0000	0.4222
26.5000	0.4111
27.0000	0.4000
27.5000	0.3889
28.0000	0.3778
28.5000	0.3667
29.0000	0.3556
29.5000	0.3444
30.0000	0.3333
30.5000	0.3222
31.0000	0.3111
31.5000	0.3000
32.0000	0.2889
32.5000	0.2778
33.0000	0.2667
33.5000	0.2556
34.0000	0.2444
34.5000	0.2333
35.0000	0.2222
35.5000	0.2111
36.0000	0.2000
36.5000	0.2
37.0000	0.2
37.5000	0.2
38.0000	0.2
38.5000	0.2
39.0000	0.2
39.5000	0.2
40.0000	0.2
40.5000	0.2
41.0000	0.2
41.5000	0.2
42.0000	0.2
42.5000	0.2
43.0000	0.2
43.5000	0.2
44.0000	0.2
44.5000	0.2
45.0000	0.2
45.5000	0.2
46.0000	0.2
46.5000	0.2
47.0000	0.2
47.5000	0.2
48.0000	0.2
48.5000	0.2
49.0000	0.2
49.5000	0.2
50.0000	0.2
50.5000	0.2
51.0000	0.2
51.5000	0.2
52.0000	0.2
52.5000	0.2
53.0000	0.2
53.5000	0.2
54.0000	0.2
54.5000	0.2
55.0000	0.2
55.5000	0.2
56.0000	0.2
56.5000	0.2
57.0000	0.2
57.5000	0.2
58.0000	0.2
58.5000	0.2
59.0000	0.2
59.5000	0.2
60.0000	0.2
60.5000	0.2
61.0000	0.2
61.5000	0.2
62.0000	0.2
62.5000	0.2
63.0000	0.2
63.5000	0.2
64.0000	0.2
64.5000	0.2
65.0000	0.2
65.5000	0.2
66.0000	0.2
66.5000	0.2
67.0000	0.2
67.5000	0.2
68.0000	0.2
68.5000	0.2
69.0000	0.2
69.5000	0.2
70.0000	0.2
70.5000	0.2
71.0000	0.2
71.5000	0.2
72.0000	0.2
72.5000	0.2
73.0000	0.2
73.5000	0.2
74.0000	0.2
74.5000	0.2
75.0000	0.2
75.5000	0.2
76.0000	0.2
76.5000	0.2
77.0000	0.2
77.5000	0.2
78.0000	0.2
78.5000	0.2
79.0000	0.2
79.5000	0.2
80.0000	0.2
80.5000	0.2
81.0000	0.2
81.5000	0.2
82.0000	0.2
82.5000	0.2
83.0000	0.2
83.5000	0.2
84.0000	0.2
84.5000	0.2
85.0000	0.2
85.5000	0.2
86.0000	0.2
86.5000	0.2
87.0000	0.2
87.5000	0.2
88.0000	0.2
88.5000	0.2
89.0000	0.2
89.5000	0.2
90.0000	0.2
